Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label
12361,"Mon, 18 Dec 2017 16:24:42 +0000",topcoder,com,0,0,multipart/alternative,1,21,1,0,164,33266,0
12362,"Tue, 24 Oct 2017 12:08:27 +0530",iiitd,ac.in,0,0,multipart/alternative,3,11,1,0,19,28532,2
12363,"Thu, 16 Mar 2017 08:16:59 +0000",youtube,com,0,0,multipart/alternative,23,94,0,0,100,76808,1
12364,"Sun, 18 Feb 2018 07:09:45 -0000",edm,efinmail.com,0,0,multipart/alternative,1,7,0,0,44,2947,0
12365,"Thu, 16 Apr 2015 23:43:24 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,10,1,0,335,4589,1
12366,"Wed, 18 Oct 2017 12:09:35 -0700 (PDT)",quora,com,0,0,multipart/alternative,2,89,0,0,136,65350,3
12367,"Sat, 28 Sep 2019 07:43:19 +0000",amazon,in,0,0,multipart/alternative,32,185,1,0,111,87149,3
12368,"Fri, 15 Apr 2016 08:40:14 +0000",twitter,com,0,0,multipart/alternative,10,120,1,1,104,68083,1
12369,"Fri, 08 Jan 2016 03:28:45 +0000",usebackpack,com,0,0,multipart/alternative,4,17,0,0,34,29689,0
12370,"Sun, 12 May 2019 06:30:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,23,163,1,0,141,73207,0
12371,"Thu, 4 May 2017 12:29:10 +0530",iiitd,ac.in,2,0,multipart/mixed,0,6,1,0,83,60769114,2
12372,"Tue, 28 Jul 2015 00:38:51 -0700 (PDT)",plus,google.com,0,0,multipart/alternative,15,43,0,0,35,15333,1
12373,"Mon, 20 Feb 2017 10:58:02 +0530",iiitd,ac.in,3,0,multipart/alternative,0,2,1,1,45,7543,2
12374,"Thu, 30 Mar 2017 10:05:25 +0200",unisys,com,0,0,multipart/alternative,1,11,0,0,47,3934,0
12375,"Mon, 24 Oct 2016 03:52:44 -0700",godaddy,com,0,0,text/html,3,33,0,0,25,27878,0
12376,"Mon, 14 May 2018 23:01:44 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,2,19,0,1,51,16629,1
12377,"Thu, 31 Aug 2017 07:56:55 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,6,23,1,0,39,35354,0
12378,"Mon, 08 Feb 2016 11:09:55 +0000",youtube,com,0,0,multipart/alternative,7,26,0,0,75,30669,1
12379,"Mon, 29 Jul 2019 20:33:17 +0000",maptive,com,0,0,multipart/alternative,6,17,0,0,47,31423,0
12380,"Tue, 26 Jul 2016 01:11:08 +0000",kaggle,com,0,0,text/plain,0,2,1,0,53,724,0
12381,"Tue, 28 Mar 2017 09:24:52 +0000",iiitd,ac.in,0,0,multipart/alternative,0,14,1,0,33,11582,2
12382,"Fri, 07 Apr 2017 15:22:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
12383,"Wed, 02 Sep 2015 13:41:01 +0000 (UTC)",quora,com,0,0,multipart/alternative,1,99,1,0,63,85009,1
12384,"Mon, 21 Aug 2017 13:19:06 +0000",twitter,com,0,0,multipart/alternative,21,61,0,0,53,29965,1
12385,"Sat, 23 Sep 2017 14:27:42 +0000 (UTC)",udacity,com,0,0,multipart/alternative,8,43,1,0,107,61487,3
12386,"Fri, 8 Sep 2017 12:35:56 +0200",reply,ebay.in,0,0,multipart/alternative,34,124,0,0,46,81442,3
12387,"Wed, 10 Feb 2016 06:02:42 +0000",iiitd,ac.in,2,0,multipart/alternative,3,9,1,0,57,6133,2
12388,"Tue, 17 Jul 2018 12:13:43 -0600",messages,xoom.com,0,0,multipart/alternative,9,41,0,0,36,29432,0
12389,"Tue, 28 Nov 2017 15:39:45 -0500 (EST)",edx,org,0,0,multipart/alternative,37,94,0,0,48,91025,3
12390,"Sun, 28 Jul 2019 10:46:37 +0530",sbi,co.in,0,0,text/plain,0,0,1,0,57,806,0
12391,"Mon, 16 Nov 2015 19:22:17 +0530",tikona,in,0,0,multipart/alternative,0,3,1,0,32,7622,0
12392,"Fri, 9 Sep 2016 13:34:01 +0530",iiitd,ac.in,2,0,multipart/alternative,0,11,0,1,71,10734,2
12393,"Mon, 09 Jul 2018 16:36:21 +0000 (UTC)",github,com,1,0,multipart/alternative,3,18,0,0,41,3950,2
12394,"Thu, 21 Sep 2017 12:34:20 +0200",reply,ebay.in,0,0,multipart/alternative,34,123,0,0,59,81063,3
12395,"Tue, 25 Jul 2017 17:33:26 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,26,0,0,39,28447,1
12396,"Fri, 11 Nov 2016 10:03:49 -0600 (CST)",springboard,com,0,0,multipart/alternative,0,19,0,1,19,14409,0
12397,"Sun, 22 Oct 2017 22:00:00 -0700",mentor,com,0,0,multipart/alternative,4,17,0,0,65,7651,3
12398,"Tue, 14 Feb 2017 14:44:33 +0000",twitter,com,0,0,multipart/alternative,8,71,0,1,70,40715,1
12399,"Sat, 21 Apr 2018 11:56:06 +0000",amazon,in,0,0,multipart/alternative,32,259,1,0,39,228943,3
12400,"Mon, 31 Dec 2018 17:34:18 +0530",sbi,co.in,0,0,text/plain,0,0,0,0,57,705,0
12401,"Sat, 28 Oct 2017 18:04:06 +0530",iiitd,ac.in,1,0,multipart/alternative,0,10,1,0,30,2703,2
12402,"Mon, 30 Sep 2019 16:08:24 +0530",sbi,co.in,0,0,text/html,1,42,0,0,76,5102,0
12403,"Wed, 25 Oct 2017 13:35:22 +0000",twitter,com,0,0,multipart/alternative,37,217,1,1,61,102512,1
12404,"Mon, 11 Mar 2019 10:39:42 -0600",BillHowell,ca,0,0,text/html,0,9,0,0,96,3718,0
12405,"Fri, 4 May 2018 14:34:20 +0000",topcoder,com,0,0,multipart/alternative,9,124,1,0,87,125495,0
12406,"Thu, 16 Aug 2018 06:40:07 +0000",mailer,netflix.com,0,0,multipart/alternative,13,60,1,0,45,40675,3
12407,"Fri, 07 Apr 2017 10:22:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
12408,"Fri, 01 Jun 2018 12:01:28 +0000 (UTC)",codecademy,com,0,0,multipart/alternative,0,13,0,0,43,7977,3
12409,"Mon, 12 Sep 2016 17:29:06 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,17,71,0,1,109,77148,1
12410,"Fri, 4 Nov 2016 14:41:53 +0530",iiitd,ac.in,13,0,multipart/mixed,0,0,0,0,34,320184,2
12411,"Tue, 12 Jun 2018 16:31:19 +0000 (UTC)",brilliant,org,0,0,multipart/alternative,4,27,0,0,29,42709,3
12412,"Mon, 10 Jul 2017 17:17:56 +0000",twitter,com,0,0,multipart/alternative,45,216,0,1,75,99655,1
12413,"Fri, 28 Jun 2019 02:30:13 -0500 (CDT)",ieee,org,0,0,multipart/alternative,11,56,0,0,51,41270,0
12414,"Fri, 27 Oct 2017 11:27:26 +0000",mailer,netflix.com,0,0,multipart/alternative,6,38,0,0,42,28107,3
12415,"Sat, 25 Nov 2017 05:07:57 +0000",primevideo,com,0,0,multipart/alternative,26,143,1,0,60,87739,3
12416,"Mon, 28 Oct 2019 00:29:32 +0000",academia-mail,com,0,0,multipart/alternative,3,28,1,0,54,49498,0
12417,"Mon, 01 Jul 2019 06:50:42 -0700",google,com,0,0,text/html,12,52,0,0,46,17632,0
12418,"Sun, 12 Jul 2015 23:02:04 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,35,27329,0
12419,"Thu, 12 Jan 2017 10:01:08 +0530",iiitd,ac.in,4,0,multipart/mixed,0,0,0,0,25,537957,2
12420,"Wed, 21 Feb 2018 04:03:22 +0000",airtable,com,0,0,multipart/alternative,1,8,0,0,57,10869,0
12421,"Fri,  1 Sep 2017 17:58:09 +0530 (IST)",sampark,gov.in,0,0,text/html,27,56,0,0,41,36649,3
12422,"Sun, 26 Feb 2017 00:53:33 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,55,4,3
12423,"Fri, 22 Feb 2019 11:07:00 +0000",google,com,0,0,text/plain,0,2,0,0,84,653,0
12424,"Sat, 19 Sep 2015 09:46:11 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,39,27160,0
12425,"Wed, 12 Apr 2017 09:04:21 +0000",hackerearth,com,0,0,multipart/alternative,8,29,1,0,34,25598,3
12426,"Tue, 21 Aug 2018 13:28:17 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,3,15,0,0,70,12335,0
12427,"Thu, 23 Feb 2017 17:09:54 +0530",cseindia,org,0,0,multipart/alternative,3,7,1,0,15,14678,0
12428,"Tue, 24 Apr 2018 22:08:41 -0700",mail,instagram.com,0,0,text/html,2,10,0,0,62,13519,1
12429,"Fri, 22 Sep 2017 13:55:20 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,72,765174,2
12430,"Sat, 23 Dec 2017 12:07:16 +0530",ruprr,info,0,0,multipart/alternative,1,7,0,0,16,2661,0
12431,"Sun, 19 Feb 2017 13:46:29 +0530",iiitd,ac.in,0,0,text/plain,0,2,1,0,26,1313,2
12432,"Mon, 11 Sep 2017 16:48:31 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,15,0,0,62,13215,0
12433,"Sun, 24 Sep 2017 02:20:04 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,38,4,3
12434,"Thu, 15 Sep 2016 13:32:21 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,27,3105,2
12435,"Fri, 22 Feb 2019 14:56:19 +0100",centralesupelec,fr,0,0,text/plain,0,0,1,0,99,580,2
12436,"Wed, 26 Aug 2015 17:32:28 +0000",youtube,com,0,0,multipart/alternative,14,58,1,0,85,44322,1
12437,"Fri, 14 Jul 2017 06:46:38 +0000",htc,com,0,0,multipart/alternative,12,69,1,0,57,85957,3
12438,"Thu, 12 Apr 2018 01:05:41 +0000",topcoder,com,0,0,multipart/alternative,1,28,1,0,100,36509,0
12439,"Fri, 7 Apr 2017 02:32:25 +0530",iiitd,ac.in,3,0,multipart/mixed,0,0,0,0,28,205142,2
12440,"Sat, 05 Nov 2016 09:04:53 +0000",twitter,com,0,0,multipart/alternative,31,208,0,0,133,105032,1
12441,"Mon, 25 Jul 2016 11:41:08 -0700 (PDT)",quora,com,0,0,multipart/alternative,2,16,0,0,52,11317,0
12442,"Wed, 17 Jan 2018 13:37:31 -0800",google,com,0,0,multipart/alternative,3,9,0,0,83,4839,0
12443,"Wed, 13 Sep 2017 00:51:24 -0600",news,foodpanda.in,0,0,multipart/alternative,13,50,0,0,61,52417,3
12444,"Thu, 04 Jan 2018 11:39:50 -0800",youtube,com,0,0,multipart/alternative,38,129,1,0,100,81618,1
12445,"Wed, 27 Nov 2019 00:09:57 +0000",amazon,fr,0,0,multipart/alternative,7,120,0,0,103,103592,3
12446,"Mon, 11 Jul 2016 11:40:59 +0000",usebackpack,com,0,0,text/html,3,14,0,0,35,24679,0
12447,"Fri, 12 Oct 2018 15:08:11 +0800",web-spicejet,com,0,0,multipart/alternative,12,46,1,0,52,45413,3
12448,"Fri, 1 Feb 2019 09:08:51 +0000",mailer,netflix.com,0,0,multipart/alternative,23,98,0,0,16,92391,3
12449,"Wed, 24 May 2017 12:06:12 +0000",notifications,pinterest.com,0,0,multipart/alternative,8,44,0,0,59,46163,1
12450,"Thu,  5 Apr 2018 03:45:17 +0530 (IST)",,,0,0,text/html,13,28,0,0,27,22720,0
12451,"Sun, 10 Feb 2019 06:23:48 +0000 (UTC)",medium,com,0,0,multipart/alternative,19,139,1,0,181,63970,0
12452,"Wed, 08 Jul 2015 08:03:05 +0000",youtube,com,0,0,multipart/alternative,23,85,0,1,102,61738,1
12453,"Sat, 03 Oct 2015 16:06:57 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27619,0
12454,"Wed, 17 Jun 2015 10:43:22 +0000",twitter,com,0,0,multipart/alternative,21,160,0,1,137,93115,1
12455,"Fri, 12 Apr 2019 03:54:24 -0700",google,com,0,0,text/html,6,28,0,0,36,8857,0
12456,"Wed, 31 Jul 2019 18:15:39 +0000",deeplearning,ai,0,0,multipart/alternative,10,68,1,1,187,72662,0
12457,"Wed, 16 Nov 2016 11:05:53 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,1,0,28,10599,2
12458,"Thu, 07 Jun 2018 22:04:57 +1000",cambridge-intelligence,com,0,0,multipart/alternative,8,41,1,0,48,47606,3
12459,"Tue, 19 Jun 2018 07:49:37 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,64,1,0,28,26908,3
12460,"Sun, 11 Mar 2018 03:06:27 -0700 (PDT)",quora,com,0,0,multipart/alternative,13,126,1,0,123,109483,1
12461,"Mon, 17 Jul 2017 18:58:33 +0530",iiitd,ac.in,2,0,multipart/alternative,0,3,1,0,37,1559,2
12462,"Wed, 14 Nov 2018 11:38:43 -0600",em,dropbox-mktg.com,0,0,multipart/alternative,7,37,0,0,35,21923,0
12463,"Sat, 26 Jan 2019 10:11:27 +0000",primevideo,com,0,0,multipart/alternative,38,180,1,0,42,99356,3
12464,"Sun, 30 Aug 2015 19:11:52 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,35,26880,0
12465,"Tue, 09 Oct 2018 18:08:37 +0000",quora,com,0,0,multipart/alternative,14,108,1,1,62,105976,1
12466,"Tue, 03 Oct 2017 14:55:34 +0530",ruprr,info,0,0,multipart/alternative,1,7,0,0,38,3389,0
12467,"Fri, 19 Apr 2019 16:25:22 +0530",iiitd,ac.in,1,0,multipart/alternative,0,10,0,0,72,9290,2
12468,"Sun, 28 Aug 2016 08:34:06 +0000",twitter,com,0,0,multipart/alternative,33,200,0,0,64,93296,1
12469,"Thu, 09 Aug 2018 14:03:41 +0000",quora,com,0,0,multipart/alternative,12,111,1,0,57,104537,1
12470,"Mon, 23 Oct 2017 20:12:40 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,1,0,74,620937,2
12471,"Wed, 21 Dec 2016 09:41:20 +0000",twitter,com,0,0,multipart/alternative,24,207,0,0,110,93008,1
12472,"Sun, 2 Sep 2018 00:57:28 -0700",,,0,0,text/plain,0,2,0,0,59,1989,0
12473,"Fri, 01 Dec 2017 06:31:17 +0000",m,mail.coursera.org,0,0,multipart/alternative,19,114,1,0,48,89142,3
12474,27 Dec 2017 17:48:40 +0530,,,0,0,text/plain,0,0,0,0,57,528,0
12475,"Thu, 21 Apr 2016 18:23:26 +0530",gmail,com,0,0,multipart/alternative,1,30,0,0,53,15100,0
12476,"Mon, 1 Aug 2016 14:57:05 +0530",iiitd,ac.in,0,0,multipart/alternative,1,6,1,1,20,2266,2
12477,"Tue, 12 Dec 2017 03:57:11 +0000",iiitd,ac.in,5,0,multipart/mixed,0,0,0,0,42,531930,2
12478,"Thu, 08 Sep 2016 09:25:50 +0000",twitter,com,0,0,multipart/alternative,31,186,0,0,79,101078,1
12479,"Sun, 12 Aug 2018 12:19:06 +0000",amazon,in,0,0,multipart/alternative,20,120,0,0,30,52562,3
12480,"Mon, 28 Nov 2016 13:50:13 -0800 (PST)",quora,com,0,0,multipart/alternative,2,13,0,0,62,10183,0
12481,"Wed, 07 Dec 2016 01:37:26 +0000",youtube,com,0,0,multipart/alternative,11,39,0,1,100,35163,1
12482,"Sat, 12 Jan 2019 06:40:42 -0800",google,com,0,0,text/html,4,20,0,0,35,6749,0
12483,"Mon, 01 Jul 2019 06:50:42 -0700",google,com,0,0,text/html,20,84,0,0,36,24908,0
12484,"Thu, 7 Sep 2017 16:26:48 +0530",iiitd,ac.in,1,0,multipart/mixed,0,0,0,0,60,676533,2
12485,"Mon, 28 Aug 2017 12:06:42 +0530",iiitd,ac.in,0,0,multipart/alternative,0,4,1,0,41,32448,2
12486,"Thu, 26 Sep 2019 18:09:33 +0530",sbi,co.in,0,0,text/plain,0,0,0,0,57,685,0
12487,"Wed, 01 May 2019 06:20:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,28,176,1,0,149,78921,0
12488,"Fri, 1 Jul 2016 19:40:02 +0530",iiitd,ac.in,0,0,multipart/alternative,0,21,1,0,31,11364,0
12489,"Thu, 30 Nov 2017 21:29:06 +0000",google,com,0,0,multipart/alternative,28,112,0,1,91,104527,0
12490,"Tue, 9 Jul 2019 13:48:49 +0200",gmail,com,1,0,multipart/alternative,0,10,1,1,88,6547,2
12491,"Fri, 16 Dec 2016 11:36:03 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,48,7235,2
12492,"Thu, 04 Jan 2018 17:20:22 +0000",m,mail.coursera.org,0,0,multipart/alternative,18,109,0,0,37,78154,3
12493,"Wed, 15 Nov 2017 14:19:09 +0000",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,58,1615,2
12494,"Fri, 11 Mar 2016 18:12:57 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36,27158,0
12495,"Thu, 2 Aug 2018 09:36:50 +0200 (CEST)",entertainment,bookmyshow.com,0,0,text/html,28,70,0,0,31,53138,3
12496,"Sat, 30 Nov 2019 01:15:14 +0000 (UTC)",flipkartletters,com,0,0,multipart/alternative,12,46,1,0,80,32236,3
12497,"Fri, 07 Apr 2017 15:06:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
12498,22 Aug 2016 12:29:17 +0530,cocubes,com,0,0,text/html,1,6,1,0,42,6942,0
12499,"Wed, 16 Aug 2017 14:14:41 +0530",iiitd,ac.in,6,0,multipart/alternative,1,3,1,1,52,3143,2
12500,"Wed, 3 Jul 2019 02:09:24 +0000",shining3d,com,0,0,multipart/alternative,6,30,0,0,91,71766,3
12501,"Wed, 25 Oct 2017 11:00:00 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,3,13,0,0,59,11082,3
12502,"Fri, 08 Nov 2019 03:38:42 +0000",quora,com,0,0,multipart/alternative,12,118,0,1,101,110430,1
12503,"Fri, 24 Nov 2017 10:41:19 +0530",airpostmail,in,0,0,multipart/alternative,0,5,0,0,78,3414,0
12504,"Sat, 17 Oct 2015 16:39:23 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,31,26866,0
12505,"Mon, 24 Aug 2015 08:01:15 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,26971,0
12506,"Fri, 24 Nov 2017 15:35:30 +0000 (UTC)",udacity,com,0,0,multipart/alternative,14,51,1,0,57,77974,3
12507,"Thu, 23 May 2019 07:43:25 +0000",interviewbit,com,0,0,multipart/alternative,0,11,1,0,120,10495,0
12508,"Fri, 10 Nov 2017 03:32:51 +0000 (UTC)",flipkartletters,com,0,0,text/html,21,55,0,0,26,45536,3
12509,"Mon, 26 Sep 2016 12:09:25 +0000",usebackpack,com,0,0,text/html,4,14,0,0,34,24659,0
12510,"Tue, 2 Aug 2016 20:28:03 +0200 (CEST)",doodle,com,0,0,multipart/alternative,3,12,0,0,52,9842,0
12511,"Tue, 15 Jan 2019 07:52:51 -0800",google,com,0,0,text/html,4,20,0,0,40,6672,0
12512,"Tue, 08 Sep 2015 05:26:10 +0000",usebackpack,com,0,0,multipart/alternative,4,17,0,0,34,29679,0
12513,"Sat, 22 Sep 2018 17:51:49 +0000",duolingo,com,0,0,multipart/alternative,13,28,0,0,54,21785,3
12514,"Wed, 16 May 2018 20:21:52 +0000",m,mail.coursera.org,0,0,multipart/alternative,26,124,0,0,28,82836,0
12515,"Sun, 19 Feb 2017 06:27:11 -0800 (PST)",google,com,0,0,multipart/alternative,3,8,0,0,52,2736,0
12516,"Fri,  6 Apr 2018 22:22:17 +0530 (IST)",sampark,gov.in,0,0,text/html,22,70,0,0,74,32684,3
12517,"Wed, 12 Aug 2015 06:43:51 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,34,26870,0
12518,"Wed, 26 Oct 2016 02:20:04 +0000",hackerrankmail,com,0,0,multipart/alternative,2,18,0,0,29,35206,0
12519,"Fri, 15 Feb 2019 20:44:55 +0000",signalprocessingsociety,org,0,0,multipart/alternative,10,77,0,1,169,93332,0
12520,"Sun, 26 Jun 2016 08:51:53 +0000",udacity,com,0,0,text/html,8,31,0,1,43,46194,0
12521,"Sun, 13 Dec 2015 09:26:07 +0000",brilliant,org,0,0,multipart/alternative,4,21,0,0,32,43972,0
12522,"Wed, 21 Aug 2019 18:16:01 +0530",sbi,co.in,0,0,text/plain,0,0,1,0,57,739,0
12523,"Fri, 23 Feb 2018 10:21:32 +0530 (IST)",indiatimes,com,0,0,text/html,18,175,0,1,81,93197,3
12524,"Thu, 16 May 2019 17:54:15 +0530",virtuosos,in,0,0,multipart/alternative,0,6,1,1,62,12717,0
12525,"Mon, 13 Nov 2017 06:47:24 +0000 (UTC)",github,com,1,0,multipart/alternative,2,11,0,1,52,2583,2
12526,"Wed, 6 Dec 2017 19:09:46 -0600 (CST)",magento,com,0,0,multipart/alternative,4,15,0,0,98,17967,3
12527,"Thu, 4 May 2017 07:04:45 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,35,6301,2
12528,"Thu, 30 Mar 2017 06:43:39 +0000",udacity,com,0,0,multipart/alternative,6,53,1,1,70,72989,3
12529,"Mon, 28 May 2018 20:00:00 -0700",mentor,com,0,0,multipart/alternative,2,28,1,0,62,27998,3
12530,"Fri, 4 Sep 2015 06:35:16 +0000 (UTC)",piazza,com,0,0,multipart/alternative,0,2,0,0,8,2215,0
12531,"Mon, 13 Aug 2018 16:54:48 +0000",quora,com,0,0,multipart/alternative,12,124,1,0,51,109765,1
12532,"Tue, 29 Sep 2015 17:35:38 +0000 (UTC)",piazza,com,0,0,multipart/alternative,1,10,0,0,10,1652,0
12533,"Sat, 12 Jan 2019 12:05:30 +0100",gmail,com,0,0,multipart/alternative,0,7,1,0,18,17926,2
12534,"Fri, 12 Aug 2016 15:35:18 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,1,0,33,3638,2
12535,"Thu, 23 Jul 2015 15:38:13 +0000",dataquest,io,0,0,multipart/alternative,0,7,0,0,21,4037,0
12536,"Mon, 31 Oct 2016 15:20:16 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,70,1312,2
12537,"Tue, 06 Mar 2018 10:09:27 +0000",twitter,com,0,0,multipart/alternative,36,208,0,1,100,86320,1
12538,"Sat, 27 Aug 2016 00:01:10 +0530",iiitd,ac.in,1,0,multipart/alternative,0,5,1,1,36,2729,2
12539,"Sat, 19 Aug 2017 08:28:43 +0000",box8letters,com,0,0,multipart/mixed,2,26,0,0,77,157165,0
12540,"Wed, 20 Apr 2016 14:15:47 +0000",usebackpack,com,0,0,text/html,4,14,0,0,37,24876,0
12541,"Mon, 13 May 2019 18:06:22 +0000",mailer,netflix.com,0,0,multipart/alternative,3,27,0,0,27,22683,0
12542,"Sat, 17 Jun 2017 08:54:12 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,54,4,3
12543,"Wed, 01 Jun 2016 06:44:30 +0000",youtube,com,0,0,multipart/alternative,10,44,1,0,86,41681,1
12544,"Sat, 22 Aug 2015 18:47:46 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27029,0
12545,"Fri, 23 Dec 2016 08:03:50 +0000 (UTC)",researchgatemail,net,0,0,multipart/alternative,3,17,0,0,48,18169,1
12546,"Thu, 24 Oct 2019 13:36:35 +0000",amazon,in,0,0,multipart/alternative,32,179,1,0,56,85484,3
12547,"Tue, 23 Jul 2019 16:19:06 +0530",sbi,co.in,0,0,text/plain,0,0,0,0,57,684,0
12548,"Wed, 6 Dec 2017 02:06:49 +0000",,,0,0,multipart/alternative,2,33,0,0,61,11572,0
12549,"Thu, 26 May 2016 10:13:59 +0000",twitter,com,0,0,multipart/alternative,17,129,0,0,61,70348,1
12550,"Tue, 30 Jul 2019 01:58:49 -0700",google,com,0,0,text/html,4,20,0,0,36,6740,0
12551,"Tue, 08 Nov 2016 09:27:36 +0000",iiitd,ac.in,1,0,multipart/alternative,7,17,0,0,62,7156,2
12552,"Wed, 28 Mar 2018 15:25:52 +0000",trello,com,0,0,multipart/alternative,14,77,1,0,23,43627,3
12553,"Sun, 05 Nov 2017 02:36:32 -0800 (PST)",quora,com,0,0,multipart/alternative,14,112,0,1,118,101301,1
12554,"Fri, 14 Dec 2018 14:29:12 +0000",centralesupelec,fr,0,0,text/html,0,3,1,0,106,6762,2
12555,"Mon, 18 Jun 2018 11:06:30 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,14,43,0,0,42,33868,0
12556,"Sat, 11 Jul 2015 08:25:34 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,35,27029,0
12557,"Fri, 29 Dec 2017 09:45:27 +0100",unisys,com,0,0,multipart/alternative,2,14,0,0,79,9782,3
12558,"Sun, 18 Feb 2018 06:35:19 -0000",edm,efinmail.com,0,0,multipart/alternative,0,16,0,0,64,3975,0
12559,"Wed, 12 Aug 2015 08:03:02 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36,27261,0
12560,"Fri, 1 Jul 2016 11:42:39 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,35,1909,2
12561,"Fri, 01 Jun 2018 17:32:11 -0600",messages,xoom.com,0,0,multipart/alternative,9,41,0,0,41,32118,0
12562,"Thu, 31 Aug 2017 20:42:53 +0000",m,mail.coursera.org,0,0,multipart/alternative,14,62,1,1,65,57906,3
12563,"Wed, 13 Dec 2017 07:08:26 +0000 (UTC)",em,foodpanda.in,0,0,multipart/alternative,10,36,0,0,36,86612,3
12564,"Thu, 12 Apr 2018 14:36:02 +0000",granular,ai,0,0,multipart/mixed,0,2,0,0,77,2010,0
12565,"Thu, 21 Sep 2017 00:39:36 -0600",news,foodpanda.in,0,0,multipart/alternative,6,27,1,0,49,37047,3
12566,"Sun, 11 Feb 2018 15:57:29 +0000",repositoryhosting,com,0,0,multipart/alternative,0,11,0,0,46,64027,0
12567,"Thu, 1 Dec 2016 22:12:36 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,55,4846,2
12568,"Wed, 28 Sep 2016 06:21:20 -0700 (PDT)",classroom,google.com,0,0,multipart/alternative,4,10,0,0,52,4555,0
12569,"Sat, 14 May 2016 15:21:10 +0000",academia-mail,com,0,0,multipart/alternative,4,23,0,0,31,35016,1
12570,"Sun, 07 Oct 2018 12:03:41 +0000",quora,com,0,0,multipart/alternative,14,121,1,1,64,109830,1
12571,"Thu, 24 Nov 2016 01:08:50 +0530",gmail,com,0,0,multipart/alternative,2,15,0,0,40,18281,0
12572,"Mon, 19 Sep 2016 19:46:53 -0700 (PDT)",quora,com,0,0,multipart/alternative,8,110,1,1,134,89070,1
12573,"Wed, 12 Jun 2019 10:02:48 -0500",naylormarketing,com,0,0,text/html,8,39,0,0,49,17971,3
12574,"Fri, 16 Jun 2017 12:19:43 +0000",hackerrankmail,com,0,0,multipart/alternative,1,9,0,0,30,33907,0
12575,"Thu, 21 Feb 2019 00:35:33 +0000",amazon,in,0,0,multipart/alternative,23,148,0,0,27,67541,3
12576,"Thu, 7 Dec 2017 18:05:55 +0530",iiitd,ac.in,5,0,multipart/alternative,0,23,0,0,40,7677,2
12577,"Mon, 15 Aug 2016 09:05:44 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,11,31,0,0,50,30269,1
12578,"Sat, 02 Feb 2019 16:28:45 -0800",google,com,0,0,text/html,4,20,0,0,38,6506,0
12579,"Fri, 07 Apr 2017 15:14:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
12580,"Sun, 11 Oct 2015 03:27:50 +0000",usebackpack,com,0,0,multipart/alternative,4,23,0,0,35,27798,0
12581,"Fri, 07 Apr 2017 03:52:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
